STEP_NAME	CYC_COMPLEXITY
tasks/expenses-4-big-expenses/step-01-add-default-currency.xsl.js	2
tasks/expenses-4-big-expenses/step-02-normalize-currency.xsl.js	1
tasks/expenses-4-big-expenses/step-03-add-eur-value-attr-to-eur-expenses.xsl.js	2
tasks/expenses-4-big-expenses/step-04-add-eur-value-attr-to-usd-expenses.xsl.js	2
tasks/expenses-4-big-expenses/step-05-select-big-expenses.xsl.js	2
